"entidad","causa","tipo_impacto","total_hectareas","fecha_inicio","fecha_termino"
"Puebla","Naturales","Impacto Mínimo",11.6,2016-03-14,2016-03-15
"Puebla","Intencional","Impacto Mínimo",5,2016-03-14,2016-03-15
"Puebla","Actividades agropecuarias","Impacto Mínimo",19.98,2016-03-15,2016-03-16
"Puebla","Intencional","Impacto Mínimo",25,2016-03-15,2016-03-16
"Puebla","Intencional","Impacto Mínimo",27.8,2016-03-15,2016-03-18
"Puebla","Fogatas","Impacto Mínimo",178.2,2016-03-15,2016-03-17
"Puebla","Actividades agropecuarias","Impacto Mínimo",0.5,2016-03-15,2016-03-15
"Puebla","Actividades agropecuarias","Impacto Mínimo",5,2016-03-15,2016-03-16
"Puebla","Otras causas","Impacto Mínimo",7.5,2016-03-15,2016-03-16
"Puebla","Intencional","Impacto Mínimo",8,2016-03-16,2016-03-16
"Puebla","Intencional","Impacto Mínimo",0.5,2016-03-16,2016-03-16
"Puebla","Actividades agropecuarias","Impacto Mínimo",1,2016-03-16,2016-03-16
"Puebla","Intencional","Impacto Mínimo",1,2016-03-17,2016-03-17
"Puebla","Actividades agropecuarias","Impacto Mínimo",1.05,2016-03-17,2016-03-17
"Puebla","Intencional","Impacto Mínimo",2,2016-03-17,2016-03-17
"Puebla","Actividades agropecuarias","Impacto Mínimo",2.65,2016-03-17,2016-03-17
"Puebla","Intencional","Impacto Mínimo",0.6,2016-03-18,2016-03-18
"Puebla","Actividades agropecuarias","Impacto Mínimo",0.5,2016-03-18,2016-03-18
"Puebla","Intencional","Impacto Mínimo",0.5,2016-03-18,2016-03-18
"Puebla","Intencional","Impacto Mínimo",6,2016-03-18,2016-03-18
"Puebla","Actividades agropecuarias","Impacto Mínimo",9.85,2016-03-19,2016-03-19
"Puebla","Intencional","Impacto Mínimo",1,2016-03-19,2016-03-19
"Puebla","Intencional","Impacto Mínimo",1,2016-03-20,2016-03-20
"Puebla","Intencional","Impacto Mínimo",10.6,2016-03-21,2016-03-22
"Puebla","Intencional","Impacto Mínimo",1,2016-03-22,2016-03-22
"Puebla","Actividades agropecuarias","Impacto Mínimo",1,2016-03-22,2016-03-22
"Puebla","Intencional","Impacto Mínimo",10.1,2016-03-22,2016-03-22
"Puebla","Intencional","Impacto Mínimo",23.2,2016-03-22,2016-03-22
"Puebla","Fogatas","Impacto Mínimo",1,2016-03-23,2016-03-23
"Puebla","Intencional","Impacto Mínimo",7.8,2016-03-23,2016-03-23
"Puebla","Intencional","Impacto Mínimo",0.5,2016-03-23,2016-03-23
"Puebla","Intencional","Impacto Mínimo",2.6,2016-03-24,2016-03-24
"Puebla","Otras actividades productivas","Impacto Mínimo",1.2,2016-03-23,2016-03-23
"Puebla","Intencional","Impacto Mínimo",0.75,2016-03-24,2016-03-24
"Puebla","Actividades agropecuarias","Impacto Mínimo",10.25,2016-03-24,2016-03-24
"Puebla","Intencional","Impacto Mínimo",0.85,2016-03-24,2016-03-24
"Puebla","Cazadores","Impacto Mínimo",1,2016-03-25,2016-03-25
"Puebla","Actividades agropecuarias","Impacto Mínimo",1,2016-03-25,2016-03-25
"Puebla","Intencional","Impacto Mínimo",1,2016-03-25,2016-03-25
"Puebla","Fogatas","Impacto Mínimo",96.9,2016-03-26,2016-03-27
"Puebla","Cazadores","Impacto Mínimo",25,2016-03-26,2016-03-27
"Puebla","Intencional","Impacto Mínimo",11.8,2016-03-27,2016-03-27
"Puebla","Intencional","Impacto Mínimo",2.3,2016-03-27,2016-03-27
"Puebla","Intencional","Impacto Mínimo",1.5,2016-03-26,2016-03-26
"Puebla","Actividades agropecuarias","Impacto Mínimo",7.2,2016-03-26,2016-03-26
"Puebla","Intencional","Impacto Mínimo",0.75,2016-03-26,2016-03-26
"Puebla","Actividades agropecuarias","Impacto Mínimo",1,2016-03-27,2016-03-27
"Puebla","Fogatas","Impacto Mínimo",0.5,2016-03-27,2016-03-27
"Puebla","Actividades agropecuarias","Impacto Mínimo",3.5,2016-03-28,2016-03-28
"Puebla","Actividades agropecuarias","Impacto Mínimo",1.8,2016-03-28,2016-03-28
"Puebla","Actividades agropecuarias","Impacto Mínimo",0.5,2016-03-28,2016-03-28
"Puebla","Actividades agropecuarias","Impacto Mínimo",34.95,2016-03-28,2016-03-31
"Puebla","Intencional","Impacto Mínimo",13.8,2016-03-28,2016-03-29
"Puebla","Actividades agropecuarias","Impacto Mínimo",3.7,2016-03-29,2016-03-29
"Puebla","Intencional","Impacto Mínimo",5.6,2016-03-29,2016-03-29
"Puebla","Actividades agropecuarias","Impacto Mínimo",1,2016-03-29,2016-03-29
"Puebla","Actividades agropecuarias","Impacto Mínimo",50.7,2016-03-29,2016-03-31
"Puebla","Otras causas","Impacto Mínimo",3,2016-03-30,2016-03-30
"Puebla","Intencional","Impacto Mínimo",2.65,2016-03-30,2016-03-30
"Puebla","Actividades agropecuarias","Impacto Mínimo",9.88,2016-03-31,2016-04-01
"Puebla","Actividades agropecuarias","Impacto Mínimo",507.25,2016-03-31,2016-04-02
"Puebla","Intencional","Impacto Mínimo",0.8,2016-03-31,2016-03-31
"Puebla","Intencional","Impacto Mínimo",0.5,2016-03-31,2016-03-31
"Puebla","Otras actividades productivas","Impacto Mínimo",1.96,2016-03-31,2016-03-31
"Puebla","Intencional","Impacto Mínimo",1.5,2016-03-31,2016-03-31
"Puebla","Fogatas","Impacto Mínimo",4.04,2016-04-01,2016-04-01
"Puebla","Intencional","Impacto Mínimo",17.34,2016-04-01,2016-04-02
"Puebla","Actividades agropecuarias","Impacto Mínimo",11.08,2016-04-01,2016-04-01
"Puebla","Intencional","Impacto Mínimo",0.75,2016-04-01,2016-04-01
"Puebla","Intencional","Impacto Mínimo",1.5,2016-04-01,2016-04-01
"Puebla","Intencional","Impacto Mínimo",9.58,2016-04-01,2016-04-02
"Puebla","Actividades agropecuarias","Impacto Mínimo",0.75,2016-04-02,2016-04-02
"Puebla","Intencional","Impacto Mínimo",0.29,2016-04-02,2016-04-02
"Puebla","Actividades agropecuarias","Impacto Mínimo",42.5,2016-04-02,2016-04-03
"Puebla","Fogatas","Impacto Mínimo",5.56,2016-04-03,2016-04-03
"Puebla","Actividades agropecuarias","Impacto Mínimo",2.59,2016-04-03,2016-04-03
"Puebla","Otras actividades productivas","Impacto Mínimo",12.87,2016-04-03,2016-04-04
"Puebla","Intencional","Impacto Mínimo",13.5,2016-04-03,2016-04-03
"Puebla","Actividades agropecuarias","Impacto Mínimo",4,2016-04-03,2016-04-03
"Puebla","Actividades agropecuarias","Impacto Mínimo",4.65,2016-04-03,2016-04-03
"Puebla","Intencional","Impacto Mínimo",1,2016-04-03,2016-04-03
"Puebla","Actividades agropecuarias","Impacto Mínimo",1,2016-04-03,2016-04-03
"Puebla","Intencional","Impacto Mínimo",13.55,2016-04-04,2016-04-05
"Puebla","Actividades agropecuarias","Impacto Mínimo",0.25,2016-04-04,2016-04-04
"Puebla","Intencional","Impacto Mínimo",0.96,2016-04-04,2016-04-04
"Puebla","Intencional","Impacto Mínimo",6.7,2016-04-04,2016-04-05
"Puebla","Intencional","Impacto Mínimo",3,2016-04-04,2016-04-04
"Puebla","Actividades agropecuarias","Impacto Mínimo",1,2016-04-04,2016-04-04
"Puebla","Intencional","Impacto Mínimo",15,2016-04-04,2016-04-05
"Puebla","Intencional","Impacto Mínimo",13.53,2016-04-04,2016-04-05
"Puebla","Intencional","Impacto Mínimo",11.57,2016-04-05,2016-04-05
"Puebla","Intencional","Impacto Mínimo",1.5,2016-04-05,2016-04-05
"Puebla","Intencional","Impacto Mínimo",3,2016-04-05,2016-04-05
"Puebla","Intencional","Impacto Mínimo",11,2016-04-05,2016-04-05
"Puebla","Intencional","Impacto Mínimo",5,2016-04-05,2016-04-05
"Puebla","Otras actividades productivas","Impacto Mínimo",1,2016-04-05,2016-04-05
"Puebla","Actividades agropecuarias","Impacto Mínimo",5.2,2016-04-05,2016-04-05
"Puebla","Intencional","Impacto Mínimo",0.5,2016-04-05,2016-04-05
"Puebla","Actividades agropecuarias","Impacto Mínimo",1.5,2016-04-05,2016-04-05
"Puebla","Intencional","Impacto Mínimo",1,2016-04-05,2016-04-05
"Puebla","Otras actividades productivas","Impacto Mínimo",1.75,2016-04-05,2016-04-05
"Puebla","Intencional","Impacto Mínimo",2,2016-05-06,2016-05-06
"Puebla","Actividades agropecuarias","Impacto Mínimo",5.95,2016-05-06,2016-05-06
"Puebla","Actividades agropecuarias","Impacto Mínimo",1,2016-05-06,2016-05-06
"Puebla","Intencional","Impacto Mínimo",1,2016-05-06,2016-05-06
"Puebla","Actividades agropecuarias","Impacto Mínimo",0.53,2016-05-06,2016-05-06
"Puebla","Intencional","Impacto Mínimo",0.58,2016-04-07,2016-04-07
"Puebla","Intencional","Impacto Mínimo",22,2016-04-07,2016-04-07
"Puebla","Intencional","Impacto Mínimo",13.75,2016-04-07,2016-04-07
"Puebla","Actividades agropecuarias","Impacto Mínimo",2.87,2016-04-07,2016-04-07
"Puebla","Fogatas","Impacto Mínimo",3.35,2016-04-07,2016-04-07
"Puebla","Otras causas","Impacto Mínimo",1,2016-04-07,2016-04-07
"Puebla","Intencional","Impacto Mínimo",25.5,2016-04-07,2016-04-07
"Puebla","Cazadores","Impacto Mínimo",7.68,2016-04-07,2016-04-07
"Puebla","Intencional","Impacto Mínimo",4.45,2016-04-07,2016-04-07
"Puebla","Actividades agropecuarias","Impacto Mínimo",22,2016-04-08,2016-04-08
"Puebla","Intencional","Impacto Mínimo",0.17,2016-04-08,2016-04-08
"Puebla","Actividades agropecuarias","Impacto Mínimo",1,2016-04-08,2016-04-08
"Puebla","Intencional","Impacto Mínimo",1,2016-04-09,2016-04-09
"Puebla","Otras causas","Impacto Mínimo",17.7,2016-04-09,2016-04-09
"Puebla","Intencional","Impacto Mínimo",1.5,2016-04-09,2016-04-09
"Puebla","Intencional","Impacto Mínimo",67.9,2016-04-10,2016-04-10
"Puebla","Actividades agropecuarias","Impacto Mínimo",1.05,2016-04-10,2016-04-10
"Puebla","Intencional","Impacto Mínimo",7,2016-04-10,2016-04-10
"Puebla","Fogatas","Impacto Mínimo",15,2016-04-10,2016-04-10
"Puebla","Intencional","Impacto Mínimo",0.7,2016-04-10,2016-04-10
"Puebla","Actividades agropecuarias","Impacto Mínimo",2,2016-04-11,2016-04-11
"Puebla","Intencional","Impacto Mínimo",5,2016-04-11,2016-04-11
"Puebla","Intencional","Impacto Mínimo",3.43,2016-04-11,2016-04-11
"Puebla","Intencional","Impacto Mínimo",17.42,2016-04-05,2016-04-06
"Puebla","Limpias de derecho de vía","Impacto Mínimo",201.73,2016-04-07,2016-04-08
"Puebla","Actividades agropecuarias","Impacto Severo",142.23,2016-04-11,2016-04-12
"Puebla","Intencional","Impacto Mínimo",0.7,2016-04-12,2016-04-12
"Puebla","Otras causas","Impacto Mínimo",3,2016-04-12,2016-04-12
"Puebla","Actividades agropecuarias","Impacto Mínimo",32.86,2016-04-10,2016-04-12
"Puebla","Actividades agropecuarias","Impacto Mínimo",15.8,2016-04-11,2016-04-12
"Puebla","Intencional","Impacto Mínimo",7.45,2016-04-11,2016-04-12
"Puebla","Otras causas","Impacto Mínimo",2,2016-04-11,2016-04-12
"Puebla","Actividades agropecuarias","Impacto Mínimo",1.5,2016-04-12,2016-04-12
"Puebla","Intencional","Impacto Mínimo",2.7,2016-04-12,2016-04-12
"Puebla","Intencional","Impacto Mínimo",0.25,2016-04-13,2016-04-13
"Puebla","Fogatas","Impacto Mínimo",5.86,2016-04-13,2016-04-13
"Puebla","Actividades agropecuarias","Impacto Mínimo",2.36,2016-04-13,2016-04-13
"Puebla","Fogatas","Impacto Mínimo",2,2016-04-13,2016-04-13
"Puebla","Actividades agropecuarias","Impacto Mínimo",0.19,2016-04-13,2016-04-13
"Puebla","Actividades agropecuarias","Impacto Mínimo",1.74,2016-04-14,2016-04-14
"Puebla","Intencional","Impacto Mínimo",10,2016-04-12,2016-04-14
"Puebla","Intencional","Impacto Mínimo",1,2016-04-14,2016-04-14
"Puebla","Otras causas","Impacto Mínimo",2,2016-04-13,2016-04-14
"Puebla","Intencional","Impacto Mínimo",0.5,2016-04-14,2016-04-14
"Puebla","Actividades agropecuarias","Impacto Mínimo",10,2016-04-15,2016-04-15
"Puebla","Intencional","Impacto Mínimo",3,2016-04-15,2016-04-15
"Puebla","Intencional","Impacto Mínimo",1,2016-04-15,2016-04-15
"Puebla","Intencional","Impacto Mínimo",10.21,2016-04-16,2016-04-16
"Puebla","Fogatas","Impacto Mínimo",8.37,2016-04-16,2016-04-16
"Puebla","Actividades agropecuarias","Impacto Mínimo",1,2016-04-16,2016-04-16
"Puebla","Intencional","Impacto Mínimo",0.98,2016-04-16,2016-04-16
"Puebla","Actividades agropecuarias","Impacto Mínimo",5,2016-04-16,2016-04-16
"Puebla","Actividades agropecuarias","Impacto Mínimo",0.5,2016-04-16,2016-04-16
"Puebla","Intencional","Impacto Mínimo",1,2016-04-16,2016-04-16
"Puebla","Otras causas","Impacto Mínimo",2,2016-04-16,2016-04-16
"Puebla","Intencional","Impacto Mínimo",0.38,2016-04-17,2016-04-17
"Puebla","Actividades agropecuarias","Impacto Mínimo",1.91,2016-04-17,2016-04-17
"Puebla","Actividades agropecuarias","Impacto Mínimo",2.13,2016-04-17,2016-04-17
"Puebla","Intencional","Impacto Mínimo",2.22,2016-04-17,2016-04-17
"Puebla","Intencional","Impacto Mínimo",0.5,2016-04-17,2016-04-17
"Puebla","Actividades agropecuarias","Impacto Mínimo",3,2016-04-17,2016-04-17
"Puebla","Intencional","Impacto Mínimo",163.33,2016-04-17,2016-04-18
"Puebla","Otras causas","Impacto Mínimo",31.25,2016-04-17,2016-04-18
"Puebla","Otras causas","Impacto Mínimo",15,2016-04-17,2016-04-18
"Puebla","Intencional","Impacto Mínimo",8,2016-04-17,2016-04-18
"Puebla","Intencional","Impacto Mínimo",5,2016-04-17,2016-04-18
"Puebla","Intencional","Impacto Mínimo",0.28,2016-04-18,2016-04-18
"Puebla","Actividades agropecuarias","Impacto Mínimo",7,2016-04-18,2016-04-18
"Puebla","Actividades agropecuarias","Impacto Severo",517,2016-04-06,2016-04-11
"Puebla","Fumadores","Impacto Mínimo",8.2,2016-04-12,2016-04-12
"Puebla","Otras causas","Impacto Mínimo",132,2016-04-11,2016-04-14
"Puebla","Actividades agropecuarias","Impacto Mínimo",10.15,2016-04-15,2016-04-16
"Puebla","Intencional","Impacto Mínimo",0.93,2016-04-18,2016-04-18
"Puebla","Actividades agropecuarias","Impacto Mínimo",3118.74,2016-04-10,2016-04-18
"Puebla","Intencional","Impacto Mínimo",0.62,2016-04-18,2016-04-18
"Puebla","Otras causas","Impacto Mínimo",77.3,2016-04-17,2016-04-18
"Puebla","Intencional","Impacto Mínimo",15.7,2016-04-18,2016-04-18
"Puebla","Actividades agropecuarias","Impacto Mínimo",3,2016-04-27,2016-04-27
"Puebla","Actividades agropecuarias","Impacto Mínimo",3.6,2016-04-27,2016-04-27
"Puebla","Intencional","Impacto Mínimo",2.5,2016-04-27,2016-04-27
"Puebla","Intencional","Impacto Mínimo",1,2016-04-27,2016-04-27
"Puebla","Actividades agropecuarias","Impacto Mínimo",1,2016-04-27,2016-04-27
"Puebla","Actividades agropecuarias","Impacto Mínimo",50,2016-04-29,2016-05-01
"Puebla","Actividades agropecuarias","Impacto Mínimo",1.15,2016-04-29,2016-04-29
"Puebla","Actividades agropecuarias","Impacto Mínimo",1.5,2016-04-29,2016-04-29
"Puebla","Actividades agropecuarias","Impacto Mínimo",15,2016-04-30,2016-04-30
"Puebla","Otras causas","Impacto Mínimo",0.7,2016-05-01,2016-05-01
"Puebla","Intencional","Impacto Mínimo",2.3,2016-05-01,2016-05-01
"Puebla","Intencional","Impacto Mínimo",14.75,2016-05-01,2016-05-01
"Puebla","Actividades agropecuarias","Impacto Mínimo",27.53,2016-05-01,2016-05-02
"Puebla","Actividades agropecuarias","Impacto Mínimo",8,2016-05-01,2016-05-02
"Puebla","Actividades agropecuarias","Impacto Mínimo",15,2016-05-01,2016-05-02
"Puebla","Actividades agropecuarias","Impacto Mínimo",0.53,2016-05-02,2016-05-02
"Puebla","Otras causas","Impacto Mínimo",0.2,2016-05-02,2016-05-02
"Puebla","Actividades agropecuarias","Impacto Mínimo",231,2016-04-28,2016-05-01
"Puebla","Otras causas","Impacto Mínimo",40,2016-05-01,2016-05-03
"Puebla","Actividades agropecuarias","Impacto Mínimo",211,2016-05-03,2016-05-05
"Puebla","Intencional","Impacto Mínimo",2,2016-05-03,2016-05-03
"Puebla","Intencional","Impacto Mínimo",3.17,2016-05-04,2016-05-04
"Puebla","Fogatas","Impacto Mínimo",6.84,2016-05-04,2016-05-04
"Puebla","Actividades agropecuarias","Impacto Mínimo",5.42,2016-05-05,2016-05-05
"Puebla","Actividades agropecuarias","Impacto Mínimo",0.72,2016-05-06,2016-05-06
"Puebla","Intencional","Impacto Mínimo",0.46,2016-05-06,2016-05-06
"Puebla","Intencional","Impacto Mínimo",1.5,2016-05-07,2016-05-07
"Puebla","Actividades agropecuarias","Impacto Mínimo",5.61,2016-05-07,2016-05-07
"Puebla","Otras causas","Impacto Mínimo",38.23,2016-05-07,2016-05-08
"Puebla","Intencional","Impacto Mínimo",205,2016-05-07,2016-05-09
"Puebla","Intencional","Impacto Mínimo",0.5,2016-05-07,2016-05-07
"Puebla","Intencional","Impacto Mínimo",0.2,2016-05-07,2016-05-07
"Puebla","Cazadores","Impacto Mínimo",7.64,2016-05-07,2016-05-07
"Puebla","Intencional","Impacto Mínimo",21.01,2016-05-08,2016-05-08
"Puebla","Actividades agropecuarias","Impacto Mínimo",1.63,2016-05-08,2016-05-08
"Puebla","Actividades agropecuarias","Impacto Mínimo",9.8,2016-05-08,2016-05-09
"Puebla","Intencional","Impacto Mínimo",0.94,2016-05-08,2016-05-08
"Puebla","Actividades agropecuarias","Impacto Mínimo",6.15,2016-05-10,2016-05-10
"Puebla","Cazadores","Impacto Mínimo",2.3,2016-05-11,2016-05-11
"Puebla","Fogatas","Impacto Mínimo",8,2016-05-18,2016-05-19
"Puebla","Cazadores","Impacto Mínimo",1,2016-05-20,2016-05-20
"Puebla","Intencional","Impacto Mínimo",1.43,2016-05-25,2016-05-25
"Puebla","Actividades agropecuarias","Impacto Mínimo",1,2016-05-28,2016-05-28
"Puebla","Actividades agropecuarias","Impacto Mínimo",10.32,2016-06-08,2016-06-09
"Puebla","Otras causas","Impacto Mínimo",7.5,2016-11-22,2016-11-22
"Puebla","Otras causas","Impacto Mínimo",2,2016-11-23,2016-11-23
"Puebla","Actividades agropecuarias","Impacto Mínimo",6,2016-11-20,2016-11-20
"Puebla","Intencional","Impacto Mínimo",12.5,2016-11-27,2016-11-28
"Puebla","Intencional","Impacto Mínimo",5,2016-11-27,2016-11-28
"Puebla","Otras causas","Impacto Mínimo",60.37,2016-12-07,2016-12-08
"Puebla","Actividades agropecuarias","Impacto Mínimo",3,2016-12-07,2016-12-07
"Puebla","Actividades agropecuarias","Impacto Mínimo",1.5,2016-12-15,2016-12-15
"Puebla","Actividades agropecuarias","Impacto Mínimo",0.5,2016-12-16,2016-12-16
"Puebla","Actividades agropecuarias","Impacto Mínimo",75,2016-12-17,2016-12-18
"Puebla","Otras actividades productivas","Impacto Mínimo",0.5,2016-12-17,2016-12-17
"Puebla","Otras causas","Impacto Mínimo",0.8,2016-12-19,2016-12-19
"Puebla","Intencional","Impacto Mínimo",2,2016-12-21,2016-12-21
"Puebla","Actividades agropecuarias","Impacto Mínimo",2,2016-12-22,2016-12-22
"Puebla","Fogatas","Impacto Mínimo",18.14,2016-12-23,2016-12-23
"Puebla","Actividades agropecuarias","Impacto Mínimo",1.5,2016-12-23,2016-12-23
"Puebla","Actividades agropecuarias","Impacto Mínimo",1.5,2016-12-24,2016-12-24
"Puebla","Actividades agropecuarias","Impacto Mínimo",0.78,2016-12-24,2016-12-24
"Puebla","Intencional","Impacto Mínimo",1.5,2016-12-24,2016-12-24
"Puebla","Intencional","Impacto Mínimo",9,2016-12-25,2016-12-25
"Puebla","Actividades agropecuarias","Impacto Mínimo",3.6,2016-12-25,2016-12-25
"Puebla","Intencional","Impacto Mínimo",7,2016-12-26,2016-12-26
"Puebla","Actividades agropecuarias","Impacto Mínimo",1.17,2016-12-26,2016-12-26
"Puebla","Intencional","Impacto Mínimo",5.2,2016-12-26,2016-12-26
"Puebla","Intencional","Impacto Mínimo",1.5,2017-01-01,2017-01-01
"Puebla","Actividades agropecuarias","Impacto Mínimo",5,2017-01-02,2017-01-02
"Puebla","Actividades agropecuarias","Impacto Mínimo",3.42,2017-01-04,2017-01-04
"Puebla","Actividades agropecuarias","Impacto Mínimo",2,2017-01-04,2017-01-04
"Puebla","Intencional","Impacto Mínimo",2,2017-01-04,2017-01-04
"Puebla","Intencional","Impacto Mínimo",50,2017-01-04,2017-01-04
"Puebla","Intencional","Impacto Mínimo",4,2017-01-04,2017-01-05
"Puebla","Intencional","Impacto Mínimo",9,2017-01-04,2017-01-05
"Puebla","Intencional","Impacto Mínimo",85,2017-01-06,2017-01-07
"Puebla","Intencional","Impacto Mínimo",5,2017-01-06,2017-01-07
"Puebla","Actividades agropecuarias","Impacto Mínimo",2,2017-01-08,2017-01-08
"Puebla","Fumadores","Impacto Mínimo",2,2017-01-08,2017-01-08
"Puebla","Cazadores","Impacto Mínimo",2,2017-01-09,2017-01-09
"Puebla","Fumadores","Impacto Mínimo",0.5,2017-01-10,2017-01-10
"Puebla","Fogatas","Impacto Mínimo",4,2017-01-10,2017-01-10
"Puebla","Intencional","Impacto Mínimo",0.5,2017-01-11,2017-01-11
"Puebla","Intencional","Impacto Mínimo",2,2017-01-11,2017-01-11
"Puebla","Cazadores","Impacto Mínimo",4,2017-01-11,2017-01-12
"Puebla","Actividades agropecuarias","Impacto Mínimo",2,2017-01-13,2017-01-13
"Puebla","Intencional","Impacto Mínimo",10,2017-01-13,2017-01-13
"Puebla","Fumadores","Impacto Mínimo",3,2017-01-13,2017-01-13
"Puebla","Intencional","Impacto Mínimo",2,2017-01-13,2017-01-13
"Puebla","Intencional","Impacto Mínimo",1,2017-01-14,2017-01-14
"Puebla","Intencional","Impacto Mínimo",49.4,2017-01-15,2017-01-15
"Puebla","Actividades agropecuarias","Impacto Mínimo",10,2017-01-15,2017-01-16
"Puebla","Intencional","Impacto Mínimo",2.5,2017-01-16,2017-01-16
"Puebla","Intencional","Impacto Mínimo",21.85,2017-01-16,2017-01-16
"Puebla","Intencional","Impacto Mínimo",0.5,2017-01-16,2017-01-16
"Puebla","Actividades agropecuarias","Impacto Mínimo",1,2017-01-16,2017-01-16
"Puebla","Actividades agropecuarias","Impacto Mínimo",1.5,2017-01-17,2017-01-17
"Puebla","Intencional","Impacto Mínimo",1,2017-01-17,2017-01-17
"Puebla","Actividades agropecuarias","Impacto Mínimo",1.5,2017-01-18,2017-01-18
"Puebla","Intencional","Impacto Mínimo",9.32,2017-01-18,2017-01-19
"Puebla","Actividades agropecuarias","Impacto Mínimo",2,2017-01-19,2017-01-19
